a,b,c,d,e,f,g,h,i,k
2368.0111,349.0111,24.0111,180.0111,70.0111,319.0111,168.0111,192.0111,157.0111,365.0111
2353.0111,80.0111,14.0111,190.0111,65.0111,426.0111,238.0111,215.0111,105.0111,514.0111
2260.0111,116.0111,13.0111,30.0111,5.0111,811.0111,242.0111,227.0111,112.0111,560.0111
2250.0111,304.0111,21.0111,67.0111,8.0111,1618.0111,157.0111,224.0111,205.0111,760.0111
2284.0111,309.0111,20.0111,90.0111,53.0111,1604.0111,163.0111,223.0111,199.0111,751.0111
2294.0111,330.0111,38.0111,150.0111,85.0111,1390.0111,105.0111,166.0111,184.0111,1006.0111
2178.0111,97.0111,13.0111,0.0111,0.0111,658.0111,241.0111,221.0111,108.0111,1318.0111
2177.0111,331.0111,12.0111,0.0111,0.0111,636.0111,192.0111,225.0111,172.0111,1338.0111
2196.0111,313.0111,31.0111,60.0111,19.0111,595.0111,125.0111,200.0111,208.0111,1379.0111
2379.0111,54.0111,2.0111,426.0111,154.0111,558.0111,220.0111,234.0111,150.0111,1774.0111
2374.0111,83.0111,11.0111,408.0111,153.0111,576.0111,236.0111,220.0111,114.0111,1758.0111
2366.0111,84.0111,16.0111,390.0111,145.0111,595.0111,241.0111,211.0111,95.0111,1734.0111
2356.0111,83.0111,19.0111,360.0111,159.0111,616.0111,243.0111,205.0111,85.0111,1710.0111
2346.0111,80.0111,21.0111,330.0111,149.0111,633.0111,242.0111,198.0111,76.0111,1687.0111
2324.0111,89.0111,26.0111,270.0111,127.0111,666.0111,248.0111,188.0111,52.0111,1640.0111
2306.0111,100.0111,30.0111,240.0111,109.0111,684.0111,252.0111,184.0111,36.0111,1617.0111
2288.0111,114.0111,29.0111,210.0111,91.0111,703.0111,254.0111,197.0111,49.0111,1595.0111
2244.0111,122.0111,32.0111,120.0111,47.0111,764.0111,254.0111,195.0111,42.0111,1528.0111
2228.0111,122.0111,30.0111,90.0111,31.0111,785.0111,254.0111,201.0111,52.0111,1506.0111
2214.0111,122.0111,26.0111,60.0111,17.0111,806.0111,253.0111,208.0111,65.0111,1485.0111
2197.0111,115.0111,11.0111,0.0111,0.0111,850.0111,239.0111,230.0111,120.0111,1443.0111
2192.0111,45.0111,4.0111,0.0111,0.0111,872.0111,221.0111,231.0111,146.0111,1423.0111
2193.0111,339.0111,11.0111,0.0111,0.0111,895.0111,196.0111,224.0111,167.0111,1403.0111
2215.0111,356.0111,21.0111,150.0111,28.0111,1040.0111,181.0111,197.0111,150.0111,1290.0111
2296.0111,333.0111,29.0111,285.0111,4.0111,1100.0111,140.0111,188.0111,179.0111,1155.0111
2359.0111,71.0111,11.0111,67.0111,10.0111,1276.0111,233.0111,218.0111,115.0111,600.0111
2346.0111,0.0111,1.0111,0.0111,0.0111,1315.0111,217.0111,236.0111,156.0111,551.0111
2407.0111,294.0111,23.0111,277.0111,78.0111,1533.0111,150.0111,227.0111,215.0111,495.0111
2225.0111,120.0111,33.0111,85.0111,37.0111,1679.0111,254.0111,192.0111,37.0111,60.0111
2192.0111,128.0111,28.0111,42.0111,12.0111,1652.0111,252.0111,210.0111,66.0111,85.0111
2174.0111,127.0111,15.0111,30.0111,-5.0111,1600.0111,243.0111,229.0111,111.0111,134.0111
2168.0111,112.0111,14.0111,30.0111,-8.0111,1574.0111,243.0111,225.0111,108.0111,162.0111
2155.0111,96.0111,6.0111,0.0111,0.0111,1523.0111,231.0111,231.0111,133.0111,218.0111
2154.0111,63.0111,7.0111,0.0111,0.0111,1498.0111,226.0111,226.0111,134.0111,247.0111
2161.0111,19.0111,24.0111,42.0111,18.0111,1279.0111,196.0111,183.0111,115.0111,514.0111
2153.0111,40.0111,22.0111,30.0111,10.0111,1256.0111,215.0111,185.0111,94.0111,543.0111
2206.0111,308.0111,27.0111,150.0111,69.0111,1124.0111,137.0111,212.0111,210.0111,722.0111
2227.0111,334.0111,28.0111,270.0111,90.0111,1045.0111,145.0111,190.0111,178.0111,842.0111
2248.0111,129.0111,21.0111,30.0111,0.0111,864.0111,249.0111,223.0111,91.0111,1129.0111
2237.0111,113.0111,17.0111,30.0111,6.0111,854.0111,247.0111,221.0111,96.0111,1121.0111
2231.0111,80.0111,12.0111,0.0111,0.0111,845.0111,236.0111,218.0111,111.0111,1113.0111
2218.0111,3.0111,29.0111,127.0111,55.0111,811.0111,168.0111,172.0111,131.0111,1080.0111
2269.0111,284.0111,34.0111,228.0111,138.0111,792.0111,107.0111,217.0111,238.0111,1087.0111
2320.0111,294.0111,24.0111,247.0111,104.0111,711.0111,144.0111,225.0111,217.0111,1100.0111
2209.0111,14.0111,28.0111,108.0111,18.0111,424.0111,182.0111,172.0111,115.0111,792.0111
2196.0111,21.0111,30.0111,150.0111,32.0111,384.0111,186.0111,163.0111,99.0111,738.0111
3280.0111,148.0111,9.0111,95.0111,15.0111,3743.0111,232.0111,240.0111,139.0111,3596.0111
3261.0111,107.0111,7.0111,30.0111,0.0111,3596.0111,233.0111,232.0111,131.0111,3664.0111
3251.0111,81.0111,6.0111,30.0111,0.0111,3537.0111,228.0111,230.0111,136.0111,3692.0111
3224.0111,92.0111,19.0111,0.0111,0.0111,3389.0111,246.0111,207.0111,82.0111,3766.0111
3180.0111,359.0111,20.0111,108.0111,22.0111,3095.0111,186.0111,199.0111,147.0111,3928.0111
3009.0111,285.0111,31.0111,297.0111,110.0111,891.0111,119.0111,222.0111,234.0111,2704.0111
3144.0111,34.0111,28.0111,600.0111,271.0111,618.0111,203.0111,167.0111,83.0111,1879.0111
3121.0111,320.0111,23.0111,706.0111,262.0111,713.0111,155.0111,212.0111,193.0111,1673.0111
2957.0111,0.0111,3.0111,309.0111,37.0111,1546.0111,215.0111,233.0111,156.0111,785.0111
2830.0111,128.0111,24.0111,190.0111,44.0111,2174.0111,251.0111,216.0111,78.0111,1370.0111
2785.0111,102.0111,12.0111,67.0111,5.0111,2248.0111,239.0111,225.0111,114.0111,1434.0111
2877.0111,45.0111,12.0111,234.0111,35.0111,2377.0111,223.0111,213.0111,122.0111,1205.0111
2258.0111,68.0111,3.0111,0.0111,0.0111,781.0111,222.0111,234.0111,148.0111,569.0111
2388.0111,310.0111,25.0111,361.0111,161.0111,886.0111,145.0111,214.0111,206.0111,201.0111
2453.0111,348.0111,29.0111,570.0111,241.0111,1082.0111,152.0111,178.0111,155.0111,300.0111
2240.0111,61.0111,2.0111,0.0111,0.0111,1602.0111,221.0111,234.0111,149.0111,808.0111
2300.0111,337.0111,35.0111,162.0111,88.0111,1399.0111,122.0111,168.0111,171.0111,983.0111
2367.0111,314.0111,47.0111,228.0111,143.0111,1273.0111,59.0111,155.0111,210.0111,962.0111
2441.0111,14.0111,16.0111,492.0111,251.0111,997.0111,203.0111,205.0111,136.0111,1006.0111
2376.0111,59.0111,13.0111,384.0111,151.0111,553.0111,230.0111,211.0111,112.0111,1776.0111
2369.0111,70.0111,17.0111,366.0111,148.0111,573.0111,236.0111,204.0111,93.0111,1752.0111
2360.0111,75.0111,19.0111,350.0111,139.0111,592.0111,239.0111,201.0111,84.0111,1729.0111
2283.0111,101.0111,31.0111,210.0111,86.0111,680.0111,253.0111,182.0111,32.0111,1614.0111
2249.0111,116.0111,29.0111,150.0111,52.0111,721.0111,254.0111,198.0111,49.0111,1570.0111
2221.0111,110.0111,26.0111,90.0111,24.0111,764.0111,253.0111,202.0111,60.0111,1527.0111
2196.0111,329.0111,10.0111,30.0111,0.0111,853.0111,196.0111,228.0111,172.0111,1445.0111
2238.0111,298.0111,21.0111,234.0111,54.0111,1050.0111,157.0111,228.0111,209.0111,1266.0111
2268.0111,290.0111,26.0111,277.0111,87.0111,1054.0111,139.0111,226.0111,223.0111,1235.0111
2289.0111,315.0111,22.0111,319.0111,109.0111,1061.0111,157.0111,216.0111,197.0111,1207.0111
2368.0111,3.0111,18.0111,90.0111,57.0111,1142.0111,193.0111,203.0111,145.0111,1106.0111
2421.0111,302.0111,3.0111,120.0111,60.0111,1144.0111,211.0111,238.0111,165.0111,932.0111
2374.0111,42.0111,13.0111,95.0111,15.0111,1226.0111,222.0111,212.0111,123.0111,661.0111
2349.0111,57.0111,10.0111,0.0111,0.0111,1275.0111,227.0111,220.0111,126.0111,592.0111
2431.0111,103.0111,28.0111,339.0111,191.0111,1634.0111,253.0111,190.0111,44.0111,342.0111
2177.0111,24.0111,16.0111,0.0111,0.0111,1616.0111,209.0111,203.0111,127.0111,150.0111
2173.0111,25.0111,21.0111,0.0111,0.0111,1590.0111,205.0111,189.0111,114.0111,175.0111
2168.0111,25.0111,23.0111,0.0111,0.0111,1565.0111,201.0111,184.0111,110.0111,201.0111
2148.0111,300.0111,13.0111,30.0111,3.0111,1231.0111,184.0111,235.0111,191.0111,607.0111
2263.0111,312.0111,33.0111,270.0111,15.0111,1032.0111,114.0111,195.0111,211.0111,904.0111
2248.0111,111.0111,13.0111,0.0111,0.0111,902.0111,242.0111,225.0111,110.0111,1167.0111
2240.0111,27.0111,17.0111,0.0111,0.0111,882.0111,211.0111,202.0111,123.0111,1150.0111
2237.0111,353.0111,32.0111,134.0111,55.0111,840.0111,150.0111,169.0111,144.0111,1110.0111
3276.0111,147.0111,8.0111,85.0111,0.0111,3749.0111,231.0111,239.0111,140.0111,3623.0111
2888.0111,306.0111,20.0111,120.0111,20.0111,1006.0111,162.0111,225.0111,202.0111,785.0111
2832.0111,130.0111,23.0111,175.0111,36.0111,2187.0111,250.0111,220.0111,84.0111,1329.0111
2311.0111,21.0111,4.0111,0.0111,0.0111,85.0111,217.0111,231.0111,151.0111,30.0111
2304.0111,125.0111,17.0111,85.0111,29.0111,649.0111,246.0111,225.0111,101.0111,779.0111
2259.0111,24.0111,3.0111,0.0111,0.0111,752.0111,218.0111,233.0111,152.0111,607.0111
2274.0111,275.0111,17.0111,150.0111,32.0111,1667.0111,172.0111,242.0111,208.0111,812.0111
2290.0111,250.0111,16.0111,228.0111,57.0111,1650.0111,183.0111,250.0111,204.0111,824.0111
2322.0111,281.0111,17.0111,268.0111,91.0111,1650.0111,170.0111,239.0111,208.0111,845.0111
2317.0111,356.0111,32.0111,182.0111,117.0111,1410.0111,152.0111,166.0111,139.0111,960.0111
2450.0111,6.0111,18.0111,510.0111,257.0111,976.0111,195.0111,203.0111,142.0111,977.0111
2386.0111,11.0111,11.0111,376.0111,161.0111,511.0111,208.0111,217.0111,145.0111,1818.0111
2382.0111,57.0111,16.0111,361.0111,157.0111,531.0111,229.0111,205.0111,104.0111,1794.0111
2372.0111,76.0111,19.0111,342.0111,147.0111,551.0111,240.0111,200.0111,83.0111,1771.0111
2362.0111,90.0111,21.0111,324.0111,141.0111,566.0111,247.0111,202.0111,74.0111,1748.0111
2350.0111,100.0111,25.0111,309.0111,129.0111,582.0111,251.0111,198.0111,59.0111,1725.0111
2335.0111,105.0111,29.0111,295.0111,114.0111,600.0111,254.0111,190.0111,42.0111,1702.0111
2298.0111,106.0111,30.0111,240.0111,101.0111,638.0111,254.0111,187.0111,37.0111,1657.0111
2284.0111,98.0111,30.0111,210.0111,87.0111,658.0111,252.0111,184.0111,37.0111,1635.0111
2218.0111,99.0111,23.0111,90.0111,21.0111,743.0111,250.0111,202.0111,68.0111,1549.0111
2201.0111,82.0111,8.0111,30.0111,5.0111,787.0111,232.0111,225.0111,126.0111,1507.0111
2199.0111,10.0111,4.0111,0.0111,0.0111,811.0111,215.0111,231.0111,153.0111,1487.0111
2370.0111,47.0111,21.0111,60.0111,41.0111,1127.0111,222.0111,190.0111,94.0111,1130.0111
2352.0111,326.0111,11.0111,30.0111,3.0111,1262.0111,193.0111,228.0111,175.0111,604.0111
2370.0111,315.0111,18.0111,85.0111,22.0111,1307.0111,170.0111,223.0111,192.0111,569.0111
2392.0111,331.0111,22.0111,150.0111,52.0111,1357.0111,162.0111,206.0111,181.0111,547.0111
2397.0111,334.0111,21.0111,170.0111,57.0111,1374.0111,167.0111,207.0111,177.0111,543.0111
2439.0111,270.0111,18.0111,361.0111,110.0111,1528.0111,170.0111,243.0111,211.0111,495.0111
2447.0111,262.0111,14.0111,382.0111,119.0111,1549.0111,185.0111,246.0111,199.0111,466.0111
2383.0111,101.0111,37.0111,277.0111,155.0111,1672.0111,251.0111,163.0111,0.0111,295.0111
2341.0111,116.0111,37.0111,228.0111,125.0111,1683.0111,253.0111,179.0111,18.0111,242.0111
2188.0111,41.0111,11.0111,0.0111,0.0111,1682.0111,222.0111,216.0111,129.0111,134.0111
2190.0111,351.0111,19.0111,0.0111,0.0111,1657.0111,183.0111,205.0111,157.0111,150.0111
2164.0111,78.0111,26.0111,0.0111,0.0111,1296.0111,243.0111,183.0111,55.0111,553.0111
2151.0111,67.0111,12.0111,0.0111,0.0111,1273.0111,232.0111,216.0111,115.0111,582.0111
2216.0111,285.0111,25.0111,150.0111,79.0111,1168.0111,144.0111,230.0111,223.0111,730.0111
2290.0111,77.0111,29.0111,90.0111,42.0111,966.0111,242.0111,173.0111,41.0111,1087.0111
2257.0111,76.0111,22.0111,30.0111,9.0111,942.0111,241.0111,192.0111,70.0111,1146.0111
2254.0111,354.0111,26.0111,30.0111,10.0111,911.0111,168.0111,186.0111,149.0111,1179.0111
2315.0111,41.0111,30.0111,170.0111,99.0111,642.0111,208.0111,160.0111,67.0111,997.0111
2233.0111,22.0111,28.0111,95.0111,-6.0111,450.0111,190.0111,167.0111,101.0111,741.0111
3281.0111,124.0111,7.0111,30.0111,2.0111,3842.0111,232.0111,235.0111,136.0111,3613.0111
3258.0111,122.0111,4.0111,0.0111,0.0111,3607.0111,228.0111,236.0111,143.0111,3717.0111
3241.0111,52.0111,21.0111,42.0111,-4.0111,3430.0111,226.0111,190.0111,88.0111,3803.0111
2979.0111,28.0111,25.0111,108.0111,31.0111,1678.0111,202.0111,178.0111,101.0111,3581.0111
3024.0111,135.0111,9.0111,703.0111,214.0111,721.0111,235.0111,236.0111,133.0111,1256.0111
2897.0111,145.0111,18.0111,285.0111,91.0111,2079.0111,242.0111,234.0111,115.0111,1179.0111
2882.0111,310.0111,21.0111,366.0111,116.0111,2577.0111,159.0111,221.0111,200.0111,1262.0111
2344.0111,332.0111,29.0111,85.0111,36.0111,201.0111,141.0111,189.0111,181.0111,95.0111
2385.0111,327.0111,23.0111,170.0111,80.0111,297.0111,158.0111,207.0111,185.0111,242.0111
2346.0111,45.0111,11.0111,242.0111,59.0111,524.0111,223.0111,215.0111,125.0111,601.0111
2266.0111,100.0111,9.0111,0.0111,0.0111,700.0111,236.0111,227.0111,122.0111,674.0111
2326.0111,304.0111,23.0111,216.0111,79.0111,750.0111,152.0111,222.0111,208.0111,384.0111
2340.0111,289.0111,22.0111,268.0111,98.0111,769.0111,154.0111,232.0111,216.0111,339.0111
2482.0111,356.0111,16.0111,543.0111,92.0111,1249.0111,193.0111,211.0111,154.0111,564.0111
2235.0111,0.0111,1.0111,0.0111,0.0111,1556.0111,217.0111,236.0111,156.0111,866.0111
2263.0111,277.0111,15.0111,85.0111,30.0111,1614.0111,178.0111,242.0111,203.0111,849.0111
2278.0111,271.0111,10.0111,120.0111,45.0111,1655.0111,193.0111,243.0111,189.0111,842.0111
2273.0111,171.0111,16.0111,134.0111,27.0111,1687.0111,229.0111,245.0111,142.0111,841.0111
2308.0111,344.0111,33.0111,190.0111,111.0111,1611.0111,137.0111,170.0111,159.0111,953.0111
2423.0111,262.0111,24.0111,309.0111,199.0111,1190.0111,155.0111,244.0111,223.0111,900.0111
2190.0111,270.0111,10.0111,30.0111,2.0111,595.0111,194.0111,244.0111,189.0111,1252.0111
2305.0111,300.0111,25.0111,192.0111,98.0111,417.0111,143.0111,221.0111,214.0111,1452.0111
2265.0111,306.0111,21.0111,437.0111,58.0111,360.0111,157.0111,222.0111,204.0111,1673.0111
2287.0111,303.0111,28.0111,495.0111,80.0111,361.0111,133.0111,214.0111,216.0111,1724.0111
2386.0111,76.0111,17.0111,335.0111,161.0111,509.0111,238.0111,207.0111,93.0111,1813.0111
2360.0111,99.0111,26.0111,300.0111,135.0111,541.0111,252.0111,193.0111,53.0111,1767.0111
2345.0111,109.0111,30.0111,283.0111,124.0111,558.0111,254.0111,192.0111,43.0111,1744.0111
2309.0111,111.0111,32.0111,256.0111,88.0111,595.0111,254.0111,186.0111,32.0111,1699.0111
2292.0111,110.0111,29.0111,240.0111,81.0111,616.0111,254.0111,195.0111,47.0111,1677.0111
2247.0111,95.0111,29.0111,150.0111,50.0111,679.0111,251.0111,185.0111,42.0111,1612.0111
2230.0111,95.0111,25.0111,120.0111,33.0111,700.0111,250.0111,193.0111,56.0111,1591.0111
2217.0111,92.0111,21.0111,90.0111,20.0111,722.0111,247.0111,203.0111,74.0111,1570.0111
2206.0111,85.0111,14.0111,60.0111,10.0111,745.0111,239.0111,216.0111,104.0111,1550.0111
2202.0111,69.0111,7.0111,30.0111,3.0111,768.0111,228.0111,226.0111,131.0111,1530.0111
2260.0111,1.0111,31.0111,216.0111,67.0111,990.0111,159.0111,165.0111,130.0111,1348.0111
2409.0111,334.0111,23.0111,134.0111,20.0111,1084.0111,161.0111,203.0111,178.0111,1140.0111
2365.0111,85.0111,15.0111,30.0111,6.0111,1194.0111,241.0111,212.0111,97.0111,674.0111
2355.0111,79.0111,11.0111,0.0111,0.0111,1207.0111,234.0111,220.0111,117.0111,659.0111
2363.0111,311.0111,15.0111,67.0111,14.0111,1250.0111,178.0111,228.0111,190.0111,618.0111
2193.0111,342.0111,14.0111,0.0111,0.0111,1698.0111,191.0111,218.0111,166.0111,162.0111
2207.0111,347.0111,28.0111,42.0111,17.0111,1648.0111,154.0111,181.0111,157.0111,192.0111
2153.0111,29.0111,11.0111,30.0111,-10.0111,1294.0111,216.0111,216.0111,134.0111,589.0111
2273.0111,318.0111,26.0111,272.0111,136.0111,1116.0111,145.0111,208.0111,198.0111,853.0111
2255.0111,23.0111,12.0111,0.0111,0.0111,959.0111,212.0111,214.0111,136.0111,1180.0111
2270.0111,27.0111,27.0111,162.0111,60.0111,902.0111,198.0111,172.0111,97.0111,1173.0111
2348.0111,332.0111,21.0111,258.0111,132.0111,732.0111,167.0111,209.0111,179.0111,1077.0111
3256.0111,101.0111,2.0111,30.0111,-1.0111,3583.0111,223.0111,236.0111,148.0111,3757.0111
3249.0111,54.0111,16.0111,67.0111,-2.0111,3436.0111,228.0111,203.0111,104.0111,3829.0111
3204.0111,65.0111,36.0111,540.0111,208.0111,696.0111,227.0111,146.0111,21.0111,1976.0111
3180.0111,29.0111,25.0111,600.0111,184.0111,706.0111,203.0111,178.0111,100.0111,1924.0111
2819.0111,117.0111,16.0111,127.0111,23.0111,2241.0111,246.0111,223.0111,101.0111,1276.0111
2337.0111,335.0111,30.0111,60.0111,24.0111,150.0111,139.0111,185.0111,177.0111,60.0111
2359.0111,335.0111,28.0111,108.0111,50.0111,216.0111,146.0111,190.0111,176.0111,108.0111
2402.0111,351.0111,10.0111,234.0111,98.0111,361.0111,203.0111,224.0111,159.0111,306.0111
2343.0111,48.0111,11.0111,175.0111,56.0111,513.0111,224.0111,215.0111,123.0111,663.0111
2275.0111,108.0111,13.0111,0.0111,0.0111,638.0111,241.0111,225.0111,111.0111,741.0111
2270.0111,79.0111,7.0111,0.0111,0.0111,658.0111,230.0111,227.0111,130.0111,713.0111
2299.0111,333.0111,23.0111,108.0111,41.0111,693.0111,162.0111,204.0111,178.0111,525.0111
2480.0111,20.0111,17.0111,552.0111,90.0111,1110.0111,207.0111,203.0111,129.0111,450.0111
2249.0111,57.0111,22.0111,30.0111,14.0111,1513.0111,229.0111,187.0111,81.0111,902.0111
2236.0111,70.0111,10.0111,0.0111,0.0111,1533.0111,231.0111,221.0111,123.0111,895.0111
2315.0111,255.0111,21.0111,268.0111,63.0111,1710.0111,166.0111,248.0111,217.0111,902.0111
2190.0111,67.0111,14.0111,0.0111,0.0111,591.0111,233.0111,212.0111,109.0111,1209.0111
2187.0111,265.0111,5.0111,0.0111,0.0111,576.0111,207.0111,242.0111,174.0111,1230.0111
2307.0111,68.0111,27.0111,285.0111,100.0111,342.0111,236.0111,177.0111,56.0111,1531.0111
2386.0111,85.0111,18.0111,309.0111,161.0111,484.0111,243.0111,206.0111,86.0111,1832.0111
2358.0111,102.0111,32.0111,277.0111,133.0111,516.0111,253.0111,180.0111,29.0111,1786.0111
2320.0111,113.0111,32.0111,242.0111,99.0111,553.0111,254.0111,188.0111,35.0111,1742.0111
2287.0111,112.0111,28.0111,216.0111,66.0111,594.0111,254.0111,198.0111,52.0111,1698.0111
2274.0111,112.0111,27.0111,201.0111,63.0111,616.0111,254.0111,200.0111,55.0111,1676.0111
2258.0111,110.0111,28.0111,175.0111,51.0111,636.0111,254.0111,196.0111,49.0111,1655.0111
2243.0111,104.0111,27.0111,150.0111,36.0111,658.0111,253.0111,196.0111,53.0111,1634.0111
2228.0111,94.0111,23.0111,120.0111,21.0111,680.0111,249.0111,199.0111,66.0111,1613.0111
2217.0111,81.0111,18.0111,90.0111,21.0111,703.0111,242.0111,204.0111,86.0111,1592.0111
2208.0111,61.0111,13.0111,60.0111,9.0111,726.0111,230.0111,212.0111,112.0111,1572.0111
2201.0111,337.0111,9.0111,0.0111,0.0111,774.0111,200.0111,228.0111,166.0111,1533.0111
2424.0111,38.0111,13.0111,85.0111,16.0111,1050.0111,219.0111,212.0111,125.0111,1158.0111
2402.0111,39.0111,10.0111,0.0111,0.0111,1050.0111,221.0111,217.0111,130.0111,1082.0111
2422.0111,0.0111,14.0111,180.0111,52.0111,1061.0111,199.0111,214.0111,151.0111,937.0111
2368.0111,76.0111,12.0111,0.0111,0.0111,1167.0111,234.0111,218.0111,114.0111,700.0111
2218.0111,51.0111,17.0111,95.0111,44.0111,1425.0111,226.0111,200.0111,101.0111,457.0111
2207.0111,84.0111,19.0111,67.0111,33.0111,1403.0111,243.0111,204.0111,83.0111,485.0111
2332.0111,328.0111,17.0111,180.0111,84.0111,1061.0111,177.0111,218.0111,179.0111,1006.0111
2311.0111,59.0111,32.0111,90.0111,63.0111,1020.0111,224.0111,155.0111,40.0111,1095.0111
2264.0111,312.0111,11.0111,30.0111,9.0111,977.0111,190.0111,232.0111,182.0111,1213.0111
2272.0111,37.0111,24.0111,67.0111,2.0111,534.0111,211.0111,180.0111,93.0111,779.0111
2223.0111,100.0111,28.0111,30.0111,20.0111,457.0111,252.0111,190.0111,47.0111,636.0111
3252.0111,63.0111,12.0111,95.0111,0.0111,3443.0111,230.0111,216.0111,117.0111,3855.0111
3086.0111,29.0111,30.0111,277.0111,100.0111,2230.0111,194.0111,160.0111,84.0111,4147.0111
2925.0111,349.0111,5.0111,30.0111,1.0111,1365.0111,211.0111,232.0111,159.0111,3226.0111
3212.0111,63.0111,33.0111,540.0111,216.0111,726.0111,228.0111,154.0111,32.0111,1991.0111
2892.0111,143.0111,15.0111,256.0111,79.0111,2106.0111,240.0111,235.0111,120.0111,1106.0111
2799.0111,83.0111,10.0111,60.0111,3.0111,2308.0111,234.0111,223.0111,120.0111,1298.0111
2280.0111,108.0111,13.0111,0.0111,0.0111,595.0111,242.0111,224.0111,109.0111,780.0111
2274.0111,14.0111,9.0111,30.0111,0.0111,636.0111,212.0111,222.0111,147.0111,725.0111
2273.0111,357.0111,12.0111,30.0111,3.0111,658.0111,201.0111,218.0111,155.0111,698.0111
2510.0111,313.0111,8.0111,600.0111,120.0111,977.0111,199.0111,234.0111,175.0111,366.0111
2492.0111,20.0111,14.0111,537.0111,102.0111,1068.0111,209.0111,209.0111,134.0111,446.0111
2276.0111,252.0111,2.0111,150.0111,36.0111,1741.0111,214.0111,240.0111,164.0111,908.0111
2328.0111,290.0111,21.0111,240.0111,64.0111,1740.0111,156.0111,232.0111,214.0111,940.0111
2322.0111,6.0111,23.0111,242.0111,66.0111,1671.0111,184.0111,187.0111,134.0111,969.0111
2191.0111,19.0111,9.0111,0.0111,0.0111,551.0111,214.0111,222.0111,144.0111,1209.0111
2279.0111,253.0111,36.0111,134.0111,72.0111,384.0111,118.0111,236.0111,240.0111,1392.0111
2310.0111,293.0111,25.0111,510.0111,69.0111,306.0111,142.0111,226.0111,219.0111,1719.0111
2388.0111,103.0111,22.0111,283.0111,160.0111,458.0111,250.0111,207.0111,74.0111,1852.0111
2352.0111,108.0111,35.0111,255.0111,127.0111,492.0111,253.0111,176.0111,18.0111,1806.0111
2331.0111,108.0111,34.0111,234.0111,106.0111,511.0111,254.0111,179.0111,22.0111,1784.0111
2312.0111,111.0111,32.0111,216.0111,87.0111,531.0111,254.0111,188.0111,35.0111,1762.0111
2296.0111,112.0111,29.0111,201.0111,75.0111,552.0111,254.0111,194.0111,45.0111,1740.0111
2252.0111,101.0111,25.0111,162.0111,41.0111,616.0111,252.0111,197.0111,57.0111,1676.0111
2239.0111,93.0111,22.0111,134.0111,32.0111,638.0111,248.0111,202.0111,72.0111,1655.0111
2214.0111,51.0111,14.0111,60.0111,15.0111,708.0111,226.0111,210.0111,115.0111,1595.0111
2210.0111,34.0111,11.0111,30.0111,9.0111,732.0111,219.0111,216.0111,132.0111,1575.0111
